"","Pfam_id","Subject_ID","Num_q_local","aa_length","Pfam_name","HMMER_score","biasq","c_value","i_value","hmmfrom","hmmto","alifrom","alito","envfrom","envto","acc"
"20","PF08442.12","RLJ708141",378,433,"ATP-grasp_domain","134.7","0.0","5.1e-43","3.3e-39","2","201","3","195","2","196","0.93"
"21","PF08442.12","WP0108808321",379,436,"ATP-grasp_domain","134.6","0.0","5.3e-43","3.4e-39","2","201","3","195","2","196","0.93"
"22","PF08442.12","AGH938701",380,423,"ATP-grasp_domain","147.7","0.1","3.5e-47","3.4e-43","1","201","2","195","2","196","0.94"
"23","PF08442.12","AKS239211",381,416,"ATP-grasp_domain","120.6","0.1","1.4e-38","6.6e-35","1","202","2","194","2","194","0.94"
"24","PF16114.7","WP0109327671",348,398,"ATP_citrate_lyase_citrate-binding","184.5","0.0","2.1e-58","1.3e-54","2","177","232","397","231","398","0.97"
"25","PF16114.7","ACD902991",349,398,"ATP_citrate_lyase_citrate-binding","186.2","0.0","6.2e-59","4e-55","2","177","232","397","231","398","0.97"
"26","PF16114.7","MWV542801",350,398,"ATP_citrate_lyase_citrate-binding","181.9","0.1","1.7e-57","8.2e-54","2","177","232","397","231","398","0.97"
"27","PF16114.7","PWW830961",351,398,"ATP_citrate_lyase_citrate-binding","176.3","0.0","8.9e-56","4.3e-52","1","177","231","397","231","398","0.97"
"28","PF16114.7","ALA571261",352,398,"ATP_citrate_lyase_citrate-binding","176.0","0.0","5.7e-56","5.5e-52","1","178","231","398","231","398","0.98"
"29","PF16114.7","CUQ652041",353,399,"ATP_citrate_lyase_citrate-binding","168.0","0.0","2.4e-53","1.6e-49","1","176","231","396","231","398","0.98"
"30","PF16114.7","SLM479711",354,398,"ATP_citrate_lyase_citrate-binding","175.9","0.0","6e-56","5.7e-52","1","176","231","396","231","398","0.98"
"31","PF16114.7","SPP635491",355,399,"ATP_citrate_lyase_citrate-binding","175.5","0.0","8e-56","7.7e-52","1","177","231","397","231","398","0.98"
"32","PF16114.7","CBK406001",356,399,"ATP_citrate_lyase_citrate-binding","176.2","0.0","4.8e-56","4.6e-52","1","177","231","397","231","398","0.98"
"33","PF16114.7","ADY737721",357,433,"ATP_citrate_lyase_citrate-binding","284.1","0.1","3.8e-89","3.6e-85","2","177","253","430","252","431","0.99"
"34","PF16114.7","ACO038291",358,436,"ATP_citrate_lyase_citrate-binding","287.6","0.1","3.2e-90","3e-86","1","177","252","429","252","430","0.99"
"35","PF16114.7","ADU969891",359,433,"ATP_citrate_lyase_citrate-binding","286.3","0.1","8e-90","7.6e-86","2","177","253","430","252","431","0.99"
"36","PF16114.7","SDC361301",360,446,"ATP_citrate_lyase_citrate-binding","258.4","0.1","2.9e-81","2.8e-77","1","176","252","428","252","430","0.97"
"37","PF16114.7","ACN982791",361,435,"ATP_citrate_lyase_citrate-binding","284.5","0.0","2.7e-89","2.6e-85","1","177","252","430","252","431","0.99"
"38","PF16114.7","SNZ141911",373,429,"ATP_citrate_lyase_citrate-binding","48.3","0.0","8.9e-17","8.5e-13","27","170","260","397","243","400","0.92"
"39","PF16114.7","ADC888361",374,432,"ATP_citrate_lyase_citrate-binding","51.4","0.0","1.5e-17","9.8e-14","27","170","260","397","243","400","0.91"
"40","PF16114.7","SHK149421",375,433,"ATP_citrate_lyase_citrate-binding","51.3","0.0","1.6e-17","1e-13","27","170","260","397","241","400","0.91"
"41","PF16114.7","AHE963911",376,429,"ATP_citrate_lyase_citrate-binding","50.8","0.0","1.5e-17","1.4e-13","27","170","260","397","241","400","0.91"
"42","PF16114.7","ADO461001",377,429,"ATP_citrate_lyase_citrate-binding","50.2","0.0","2.3e-17","2.2e-13","28","170","261","397","241","401","0.91"
"43","PF16114.7","RLJ708141",378,433,"ATP_citrate_lyase_citrate-binding","54.7","0.0","1.4e-18","8.9e-15","26","170","259","397","234","401","0.88"
"44","PF16114.7","WP0108808321",379,436,"ATP_citrate_lyase_citrate-binding","53.6","0.0","3.1e-18","2e-14","26","170","259","397","234","401","0.88"
"45","PF16114.7","AGH938701",380,423,"ATP_citrate_lyase_citrate-binding","51.4","0.0","1e-17","9.6e-14","27","170","260","397","242","401","0.91"
"46","PF16114.7","AKS239211",381,416,"ATP_citrate_lyase_citrate-binding","53.1","0.0","6.1e-18","2.9e-14","29","170","260","395","241","397","0.91"
