"","Pfam_id","Subject_ID","Num_q_local","aa_length","Pfam_name","HMMER_score","biasq","c_value","i_value","hmmfrom","hmmto","alifrom","alito","envfrom","envto","acc"
"19","PF02775.23","RLJ704501",232,265,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","97.3","0.0","8e-32","7.7e-28","2","153","51","198","50","198","0.95"
"20","PF02775.23","ACD893021",233,342,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","106.8","0.1","4.8e-35","9.3e-31","2","153","54","201","53","201","0.93"
"21","PF02775.23","MWV538611",234,342,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","106.1","0.0","7.6e-35","1.5e-30","2","153","54","201","53","201","0.94"
"22","PF02775.23","SDC562901",235,288,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","95.9","1.0","2.2e-31","2.1e-27","18","152","58","198","49","199","0.95"
"23","PF02775.23","EIM645251",236,285,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","100.4","0.1","8.9e-33","8.6e-29","18","153","54","195","47","195","0.94"
"24","PF02775.23","OSS414091",237,288,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","97.5","0.9","7.1e-32","6.8e-28","18","152","58","198","50","199","0.95"
"25","PF02775.23","PWW824141",238,342,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","100.0","0.1","6e-33","1.2e-28","2","153","54","201","53","201","0.95"
"26","PF02775.23","AHF968821",239,288,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","95.9","1.0","2.2e-31","2.1e-27","18","152","58","198","49","199","0.95"
"27","PF02775.23","QBH136381",240,285,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","98.2","0.1","4.4e-32","4.2e-28","18","153","54","195","47","195","0.94"
"28","PF02775.23","WP1119581501",241,285,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","98.2","0.1","4.4e-32","4.2e-28","18","153","54","195","47","195","0.94"
"29","PF02775.23","AGH931521",242,262,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","97.7","0.0","6.1e-32","5.8e-28","2","152","49","195","48","196","0.92"
"30","PF02775.23","WP1188301431",243,454,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","99.6","0.0","8.1e-33","1.6e-28","3","153","158","304","156","304","0.93"
"31","PF02775.23","PWW819791",244,283,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","105.2","1.0","2.9e-34","2.8e-30","18","153","54","195","47","195","0.95"
"32","PF02775.23","ACD901931",245,287,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","98.2","0.2","4.3e-32","4.2e-28","16","153","55","198","45","198","0.95"
"33","PF02775.23","EIM622461",246,273,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","125.2","0.6","1e-40","2e-36","2","153","54","201","53","201","0.95"
"34","PF02775.23","QBH125611",247,273,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","123.2","0.4","4.2e-40","8e-36","2","153","54","201","53","201","0.93"
"35","PF02775.23","WP1119540421",248,273,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","123.2","0.4","4.2e-40","8e-36","2","153","54","201","53","201","0.93"
"36","PF02775.23","ADO454771",298,295,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","111.0","0.0","4.7e-36","4.6e-32","3","153","53","199","51","199","0.91"
"37","PF02775.23","SNZ144411",299,295,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","109.8","0.0","1.1e-35","1.1e-31","3","153","53","199","51","199","0.91"
"38","PF02775.23","ADC892991",300,291,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","104.0","0.0","6.8e-34","6.5e-30","3","153","49","195","47","195","0.89"
"39","PF02775.23","RLJ704041",301,322,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","115.1","0.0","2.6e-37","2.5e-33","2","153","57","204","56","204","0.91"
"40","PF02775.23","AGH940271",302,299,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","102.1","0.0","2.6e-33","2.5e-29","2","153","53","200","52","200","0.91"
"41","PF02775.23","ACO040371",303,308,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","112.7","0.0","1.4e-36","1.4e-32","2","153","56","203","55","203","0.94"
"42","PF02775.23","ABK442581",304,292,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","95.8","0.5","2.4e-31","2.3e-27","2","153","58","205","57","205","0.92"
"43","PF02775.23","CCC820831",305,302,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","119.0","0.2","1.7e-38","1.6e-34","2","153","56","203","55","203","0.96"
"44","PF02775.23","ACB390871",306,307,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","97.3","0.1","7.8e-32","7.5e-28","2","153","49","196","48","196","0.93"
"45","PF02775.23","MBA13321441",307,274,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","112.6","0.1","8e-37","1.5e-32","2","153","52","200","44","200","0.94"
"46","PF02775.23","WP0113905321",308,276,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","105.8","0.0","9.4e-35","1.8e-30","2","153","55","203","54","203","0.92"
"47","PF02775.23","KAA02594931",309,283,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","107.0","0.3","8.2e-35","7.8e-31","2","153","47","194","46","194","0.93"
"48","PF02775.23","BAJ514851",310,322,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","105.2","0.1","3e-34","2.8e-30","2","153","51","198","50","198","0.96"
"49","PF02775.23","ADU973421",311,267,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","87.1","0.0","1.1e-28","1e-24","2","153","51","198","50","198","0.92"
"50","PF02775.23","CCC823781",312,315,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","97.2","0.0","8.8e-32","8.5e-28","2","153","57","204","56","204","0.92"
"51","PF02775.23","WP0109318561",313,342,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","109.1","0.1","9.5e-36","1.8e-31","2","153","54","201","53","201","0.95"
"52","PF02775.23","QBH140081",314,284,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","96.8","0.2","1.2e-31","1.1e-27","16","153","52","195","46","195","0.94"
"53","PF02775.23","WP1119532591",315,284,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","96.8","0.2","1.2e-31","1.1e-27","16","153","52","195","46","195","0.94"
"54","PF02775.23","RLJ704501",316,265,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","97.3","0.0","8e-32","7.7e-28","2","153","51","198","50","198","0.95"
"55","PF02775.23","ACD893021",317,342,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","106.8","0.1","4.8e-35","9.3e-31","2","153","54","201","53","201","0.93"
"56","PF02775.23","MWV538611",318,342,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","106.1","0.0","7.6e-35","1.5e-30","2","153","54","201","53","201","0.94"
"57","PF02775.23","SDC562901",319,288,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","95.9","1.0","2.2e-31","2.1e-27","18","152","58","198","49","199","0.95"
"58","PF02775.23","EIM645251",320,285,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","100.4","0.1","8.9e-33","8.6e-29","18","153","54","195","47","195","0.94"
"59","PF02775.23","OSS414091",321,288,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","97.5","0.9","7.1e-32","6.8e-28","18","152","58","198","50","199","0.95"
"60","PF02775.23","PWW824141",322,342,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","100.0","0.1","6e-33","1.2e-28","2","153","54","201","53","201","0.95"
"61","PF02775.23","AHF968821",323,288,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","95.9","1.0","2.2e-31","2.1e-27","18","152","58","198","49","199","0.95"
"62","PF02775.23","QBH136381",324,285,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","98.2","0.1","4.4e-32","4.2e-28","18","153","54","195","47","195","0.94"
"63","PF02775.23","WP1119581501",325,285,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","98.2","0.1","4.4e-32","4.2e-28","18","153","54","195","47","195","0.94"
"64","PF02775.23","AGH931521",326,262,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","97.7","0.0","6.1e-32","5.8e-28","2","152","49","195","48","196","0.92"
"65","PF02775.23","WP1188301431",327,454,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","99.6","0.0","8.1e-33","1.6e-28","3","153","158","304","156","304","0.93"
"66","PF02775.23","PWW819791",328,283,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","105.2","1.0","2.9e-34","2.8e-30","18","153","54","195","47","195","0.95"
"67","PF02775.23","ACD901931",329,287,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","98.2","0.2","4.3e-32","4.2e-28","16","153","55","198","45","198","0.95"
"68","PF02775.23","EIM622461",330,273,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","125.2","0.6","1e-40","2e-36","2","153","54","201","53","201","0.95"
"69","PF02775.23","QBH125611",331,273,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","123.2","0.4","4.2e-40","8e-36","2","153","54","201","53","201","0.93"
"70","PF02775.23","WP1119540421",332,273,"Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain","123.2","0.4","4.2e-40","8e-36","2","153","54","201","53","201","0.93"
"71","PF12367.10","ADO454771",214,295,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","85.2","0.2","2.7e-28","2.6e-24","1","65","203","274","203","275","0.98"
"72","PF12367.10","SNZ144411",215,295,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","83.8","0.3","7.6e-28","7.2e-24","1","65","203","274","203","275","0.97"
"73","PF12367.10","ADC892991",216,291,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","78.6","0.1","3.2e-26","3e-22","1","65","199","270","199","271","0.97"
"74","PF12367.10","RLJ704041",217,322,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","28.7","0.4","1.2e-10","1.2e-06","1","22","208","229","208","232","0.95"
"75","PF12367.10","AGH940271",218,299,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","77.5","1.7","7.1e-26","6.8e-22","1","65","204","276","204","277","0.94"
"76","PF12367.10","ACO040371",219,308,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","79.3","0.0","1.9e-26","1.9e-22","1","65","207","286","207","287","0.98"
"77","PF12367.10","ABK442581",220,292,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","62.9","0.0","2.5e-21","2.4e-17","1","65","209","272","209","273","0.97"
"78","PF12367.10","CCC820831",221,302,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","79.5","0.1","1.7e-26","1.6e-22","1","61","207","273","207","276","0.94"
"79","PF12367.10","ACB390871",222,307,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","79.1","0.3","2.2e-26","2.1e-22","1","63","200","272","200","275","0.97"
"80","PF12367.10","KAA02594931",225,283,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","64.0","1.8","1.1e-21","1.1e-17","1","65","198","261","198","262","0.98"
"81","PF12367.10","BAJ514851",226,322,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","56.8","0.3","2e-19","1.9e-15","1","62","202","286","202","289","0.89"
"82","PF12367.10","ADU973421",227,267,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","66.7","0.5","1.6e-22","1.5e-18","1","61","202","267","202","267","0.95"
"83","PF12367.10","CCC823781",228,315,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","72.7","0.7","2.2e-24","2.1e-20","1","63","208","280","208","283","0.97"
"84","PF12367.10","QBH140081",230,284,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","77.8","0.1","5.6e-26","5.4e-22","1","65","199","262","199","263","0.96"
"85","PF12367.10","WP1119532591",231,284,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","77.8","0.1","5.6e-26","5.4e-22","1","65","199","262","199","263","0.96"
"86","PF12367.10","RLJ704501",232,265,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","57.2","1.2","1.5e-19","1.4e-15","1","61","202","265","202","265","0.92"
"87","PF12367.10","SDC562901",235,288,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","81.3","1.3","4.5e-27","4.3e-23","1","65","203","264","203","265","0.97"
"88","PF12367.10","EIM645251",236,285,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","86.0","0.0","1.6e-28","1.5e-24","1","65","199","263","199","264","0.98"
"89","PF12367.10","OSS414091",237,288,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","76.2","0.5","1.7e-25","1.7e-21","1","65","203","264","203","265","0.96"
"90","PF12367.10","AHF968821",239,288,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","78.7","0.9","3e-26","2.9e-22","1","65","203","264","203","265","0.97"
"91","PF12367.10","QBH136381",240,285,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","82.8","0.0","1.6e-27","1.5e-23","1","65","199","263","199","264","0.98"
"92","PF12367.10","WP1119581501",241,285,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","82.8","0.0","1.6e-27","1.5e-23","1","65","199","263","199","264","0.98"
"93","PF12367.10","AGH931521",242,262,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","55.9","3.3","3.8e-19","3.7e-15","1","61","200","262","200","262","0.92"
"94","PF12367.10","PWW819791",244,283,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","75.5","0.3","2.9e-25","2.8e-21","1","61","199","258","199","262","0.97"
"95","PF12367.10","ACD901931",245,287,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","68.6","0.0","4.2e-23","4e-19","1","61","202","261","202","265","0.95"
"96","PF12367.10","ADO454771",298,295,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","85.2","0.2","2.7e-28","2.6e-24","1","65","203","274","203","275","0.98"
"97","PF12367.10","SNZ144411",299,295,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","83.8","0.3","7.6e-28","7.2e-24","1","65","203","274","203","275","0.97"
"98","PF12367.10","ADC892991",300,291,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","78.6","0.1","3.2e-26","3e-22","1","65","199","270","199","271","0.97"
"99","PF12367.10","RLJ704041",301,322,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","28.7","0.4","1.2e-10","1.2e-06","1","22","208","229","208","232","0.95"
"100","PF12367.10","AGH940271",302,299,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","77.5","1.7","7.1e-26","6.8e-22","1","65","204","276","204","277","0.94"
"101","PF12367.10","ACO040371",303,308,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","79.3","0.0","1.9e-26","1.9e-22","1","65","207","286","207","287","0.98"
"102","PF12367.10","ABK442581",304,292,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","62.9","0.0","2.5e-21","2.4e-17","1","65","209","272","209","273","0.97"
"103","PF12367.10","CCC820831",305,302,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","79.5","0.1","1.7e-26","1.6e-22","1","61","207","273","207","276","0.94"
"104","PF12367.10","ACB390871",306,307,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","79.1","0.3","2.2e-26","2.1e-22","1","63","200","272","200","275","0.97"
"105","PF12367.10","KAA02594931",309,283,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","64.0","1.8","1.1e-21","1.1e-17","1","65","198","261","198","262","0.98"
"106","PF12367.10","BAJ514851",310,322,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","56.8","0.3","2e-19","1.9e-15","1","62","202","286","202","289","0.89"
"107","PF12367.10","ADU973421",311,267,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","66.7","0.5","1.6e-22","1.5e-18","1","61","202","267","202","267","0.95"
"108","PF12367.10","CCC823781",312,315,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","72.7","0.7","2.2e-24","2.1e-20","1","63","208","280","208","283","0.97"
"109","PF12367.10","QBH140081",314,284,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","77.8","0.1","5.6e-26","5.4e-22","1","65","199","262","199","263","0.96"
"110","PF12367.10","WP1119532591",315,284,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","77.8","0.1","5.6e-26","5.4e-22","1","65","199","262","199","263","0.96"
"111","PF12367.10","RLJ704501",316,265,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","57.2","1.2","1.5e-19","1.4e-15","1","61","202","265","202","265","0.92"
"112","PF12367.10","SDC562901",319,288,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","81.3","1.3","4.5e-27","4.3e-23","1","65","203","264","203","265","0.97"
"113","PF12367.10","EIM645251",320,285,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","86.0","0.0","1.6e-28","1.5e-24","1","65","199","263","199","264","0.98"
"114","PF12367.10","OSS414091",321,288,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","76.2","0.5","1.7e-25","1.7e-21","1","65","203","264","203","265","0.96"
"115","PF12367.10","AHF968821",323,288,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","78.7","0.9","3e-26","2.9e-22","1","65","203","264","203","265","0.97"
"116","PF12367.10","QBH136381",324,285,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","82.8","0.0","1.6e-27","1.5e-23","1","65","199","263","199","264","0.98"
"117","PF12367.10","WP1119581501",325,285,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","82.8","0.0","1.6e-27","1.5e-23","1","65","199","263","199","264","0.98"
"118","PF12367.10","AGH931521",326,262,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","55.9","3.3","3.8e-19","3.7e-15","1","61","200","262","200","262","0.92"
"119","PF12367.10","PWW819791",328,283,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","75.5","0.3","2.9e-25","2.8e-21","1","61","199","258","199","262","0.97"
"120","PF12367.10","ACD901931",329,287,"Pyruvate_ferredoxin_oxidoreductase_beta_subunit_C_terminal","68.6","0.0","4.2e-23","4e-19","1","61","202","261","202","265","0.95"
