"","Pfam_id","Subject_ID","Num_q_local","aa_length","Pfam_name","HMMER_score","biasq","c_value","i_value","hmmfrom","hmmto","alifrom","alito","envfrom","envto","acc"
"79","PF00285.23","lclPWW826671",1173,444,"Citrate_synthase,_C-terminal_domain","438.1","0.0","1.3e-135","2.5e-131","1","360","49","411","49","411","0.94"
"80","PF00285.23","lclWP1188316401",1174,451,"Citrate_synthase,_C-terminal_domain","432.5","0.0","6.9e-134","1.3e-129","1","360","84","434","84","434","0.96"
"81","PF00285.23","lclCUQ659091",1175,386,"Citrate_synthase,_C-terminal_domain","411.7","0.1","1.4e-127","2.7e-123","1","360","14","368","14","368","0.95"
"82","PF00285.23","lclBAJ507451",1176,364,"Citrate_synthase,_C-terminal_domain","369.8","0.1","7.8e-115","1.5e-110","1","360","7","355","7","355","0.95"
"83","PF00285.23","lclCAR548291",1177,433,"Citrate_synthase,_C-terminal_domain","444.7","0.0","1.3e-137","2.5e-133","1","360","50","416","50","416","0.95"
"84","PF00285.23","lclABB453741",1178,426,"Citrate_synthase,_C-terminal_domain","414.4","0.0","2.1e-128","4e-124","1","360","48","413","48","413","0.94"
"85","PF00285.23","lclCUQ672951",1179,377,"Citrate_synthase,_C-terminal_domain","438.7","0.0","8.7e-136","1.7e-131","1","359","8","359","8","360","0.97"
"86","PF00285.23","lclSLM467301",1180,399,"Citrate_synthase,_C-terminal_domain","389.6","0.0","7.2e-121","1.4e-116","1","360","29","381","29","381","0.97"
"87","PF00285.23","lclWP0109334941",1181,447,"Citrate_synthase,_C-terminal_domain","442.1","0.0","8.1e-137","1.6e-132","4","360","56","415","53","415","0.94"
"88","PF00285.23","lclSDC361651",1182,619,"Citrate_synthase,_C-terminal_domain","72.8","0.0","2.8e-24","2.7e-20","169","354","401","595","395","600","0.82"
"89","PF00285.23","lclACO045021",1183,616,"Citrate_synthase,_C-terminal_domain","79.0","0.0","5.6e-26","3.6e-22","167","357","400","599","393","602","0.84"
"90","PF00285.23","lclWP0113894751",1184,433,"Citrate_synthase,_C-terminal_domain","435.9","0.0","6.3e-135","1.2e-130","1","360","50","416","50","416","0.95"
"91","PF00285.23","lclADY737711",1185,616,"Citrate_synthase,_C-terminal_domain","77.5","0.0","1.1e-25","1.1e-21","168","351","401","592","395","601","0.84"
"92","PF00285.23","lclACN986451",1186,616,"Citrate_synthase,_C-terminal_domain","74.0","0.0","1.3e-24","1.2e-20","169","357","402","599","395","602","0.83"
"93","PF00285.23","lclACL565161",1187,430,"Citrate_synthase,_C-terminal_domain","451.1","0.0","1.4e-139","2.8e-135","1","360","46","412","46","412","0.96"
"94","PF00285.23","lclABK434161",1188,433,"Citrate_synthase,_C-terminal_domain","427.1","0.0","2.9e-132","5.5e-128","1","360","48","415","48","415","0.95"
"95","PF00285.23","lclALA585071",1189,377,"Citrate_synthase,_C-terminal_domain","431.8","0.0","1.1e-133","2.2e-129","1","359","8","359","8","360","0.97"
"96","PF00285.23","lclAGA913911",1190,384,"Citrate_synthase,_C-terminal_domain","362.0","0.1","1.8e-112","3.4e-108","2","359","18","366","17","367","0.96"
"97","PF00285.23","lclSLM495981",1191,378,"Citrate_synthase,_C-terminal_domain","428.3","0.0","1.3e-132","2.5e-128","1","359","8","359","8","360","0.96"
"98","PF00285.23","lclCBK428211",1192,392,"Citrate_synthase,_C-terminal_domain","395.8","0.1","9.4e-123","1.8e-118","1","360","22","374","22","374","0.96"
"99","PF00285.23","lclALA564891",1193,392,"Citrate_synthase,_C-terminal_domain","402.8","0.1","7.1e-125","1.4e-120","1","360","22","374","22","374","0.96"
"100","PF00285.23","lclCBK421611",1194,377,"Citrate_synthase,_C-terminal_domain","427.4","0.0","2.3e-132","4.5e-128","1","359","8","359","8","360","0.96"
"101","PF00285.23","lclAGA889561",1195,431,"Citrate_synthase,_C-terminal_domain","451.6","0.0","1.1e-139","2e-135","1","360","48","414","48","414","0.95"
"102","PF00285.23","lclADU969881",1196,616,"Citrate_synthase,_C-terminal_domain","78.6","0.0","4.9e-26","4.7e-22","168","351","401","592","394","601","0.83"
"103","PF00285.23","lclABB438501",1197,604,"Citrate_synthase,_C-terminal_domain","71.2","0.0","9.1e-24","8.7e-20","145","351","367","580","208","589","0.75"
"104","PF00285.23","lclSPP662421",1198,377,"Citrate_synthase,_C-terminal_domain","438.1","0.0","1.4e-135","2.6e-131","1","359","8","359","8","360","0.97"
"105","PF00285.23","lclWP0113900721",1199,386,"Citrate_synthase,_C-terminal_domain","367.7","0.1","3.2e-114","6.2e-110","2","359","14","362","13","363","0.94"
"106","PF00285.23","lclCAR565661",1200,390,"Citrate_synthase,_C-terminal_domain","371.3","0.0","2.7e-115","5.2e-111","2","359","24","372","23","373","0.95"
"107","PF00285.23","lclWP0113926361",1201,448,"Citrate_synthase,_C-terminal_domain","392.4","0.0","1e-121","2e-117","3","360","40","432","33","432","0.93"
"108","PF00285.23","lclSDC635851",1202,440,"Citrate_synthase,_C-terminal_domain","304.1","0.0","7.2e-95","1.4e-90","1","360","41","419","41","419","0.91"
"109","PF00285.23","lclAHF975911",1203,440,"Citrate_synthase,_C-terminal_domain","302.4","0.0","2.4e-94","4.6e-90","1","360","41","419","41","419","0.91"
"110","PF00285.23","lclOSS412371",1204,434,"Citrate_synthase,_C-terminal_domain","302.4","0.0","2.4e-94","4.6e-90","1","360","42","419","42","419","0.92"
"111","PF00285.23","lclOSS420441",1205,440,"Citrate_synthase,_C-terminal_domain","301.2","0.0","5.6e-94","1.1e-89","1","360","41","419","41","419","0.92"
"112","PF00285.23","lclAHF973051",1206,434,"Citrate_synthase,_C-terminal_domain","275.5","0.0","3.6e-86","6.8e-82","1","360","42","419","42","419","0.92"
"113","PF00285.23","lclSDD029861",1207,434,"Citrate_synthase,_C-terminal_domain","272.4","0.0","3.1e-85","6e-81","1","360","42","419","42","419","0.92"
"114","PF00285.23","lclCAR530461",1208,410,"Citrate_synthase,_C-terminal_domain","222.8","0.3","1.5e-69","7.1e-66","3","360","70","400","67","400","0.83"
"115","PF00285.23","lclWP0355867761",1209,434,"Citrate_synthase,_C-terminal_domain","338.0","0.0","3.4e-105","6.6e-101","1","360","41","420","41","420","0.92"
"116","PF00285.23","lclPWW830971",1355,610,"Citrate_synthase,_C-terminal_domain","33.7","0.0","4.5e-12","2.2e-08","9","62","358","409","353","412","0.86"
"117","PF00285.23","lclMWV542811",1357,610,"Citrate_synthase,_C-terminal_domain","27.1","0.0","3.4e-10","2.2e-06","9","61","358","408","353","411","0.85"
"118","PF00285.23","lclWP0109327661",1363,610,"Citrate_synthase,_C-terminal_domain","25.5","0.0","1.4e-09","6.6e-06","9","61","358","408","353","411","0.85"
"119","PF00285.23","lclABB305511",1364,909,"Citrate_synthase,_C-terminal_domain","24.2","0.0","2.6e-09","1.7e-05","148","347","652","886","638","896","0.77"
"120","PF00285.23","lclACD902981",1365,610,"Citrate_synthase,_C-terminal_domain","24.8","0.0","2.2e-09","1.1e-05","9","59","358","406","353","410","0.86"
"121","PF00285.23","lclABK461231",1369,916,"Citrate_synthase,_C-terminal_domain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","PF00285.23","lclSPP635481",1370,606,"Citrate_synthase,_C-terminal_domain","91.1","0.0","1.2e-29","7.6e-26","165","358","398","586","395","587","0.91"
"123","PF00285.23","lclCUQ652031",1373,606,"Citrate_synthase,_C-terminal_domain","95.6","0.0","5.1e-31","3.2e-27","165","358","398","586","396","587","0.91"
"124","PF00285.23","lclSLM479721",1374,606,"Citrate_synthase,_C-terminal_domain","93.7","0.0","1.9e-30","1.2e-26","165","358","398","586","396","587","0.92"
"125","PF00285.23","lclCBK406011",1376,606,"Citrate_synthase,_C-terminal_domain","93.2","0.0","1.9e-30","1.8e-26","165","358","398","586","395","587","0.91"
"126","PF00285.23","lclALA571271",1377,606,"Citrate_synthase,_C-terminal_domain","96.8","0.0","2.3e-31","1.5e-27","165","358","398","586","396","587","0.92"
"127","PF00285.23","lclACO045021",1380,616,"Citrate_synthase,_C-terminal_domain","79.0","0.0","5.6e-26","3.6e-22","167","357","400","599","393","602","0.84"
"128","PF00285.23","lclABB438501",1381,604,"Citrate_synthase,_C-terminal_domain","71.2","0.0","9.1e-24","8.7e-20","145","351","367","580","208","589","0.75"
"129","PF00285.23","lclADY737711",1382,616,"Citrate_synthase,_C-terminal_domain","77.5","0.0","1.1e-25","1.1e-21","168","351","401","592","395","601","0.84"
"130","PF00285.23","lclSDC361651",1383,619,"Citrate_synthase,_C-terminal_domain","72.8","0.0","2.8e-24","2.7e-20","169","354","401","595","395","600","0.82"
"131","PF00285.23","lclADU969881",1384,616,"Citrate_synthase,_C-terminal_domain","78.6","0.0","4.9e-26","4.7e-22","168","351","401","592","394","601","0.83"
"132","PF00285.23","lclACN986451",1385,616,"Citrate_synthase,_C-terminal_domain","74.0","0.0","1.3e-24","1.2e-20","169","357","402","599","395","602","0.83"
"133","PF00549.21","lclSNZ119751",333,384,"CoA-ligase","77.6","0.8","1.9e-25","9.2e-22","1","152","258","377","258","378","0.95"
"134","PF00549.21","lclALA571271",938,606,"CoA-ligase","28.2","0.1","2.3e-10","1.5e-06","3","122","175","266","173","299","0.82"
"135","PF00549.21","lclSLM479721",939,606,"CoA-ligase","26.5","0.0","8.1e-10","5.2e-06","3","121","175","263","173","298","0.85"
"136","PF00549.21","lclCBK406011",940,606,"CoA-ligase","30.7","0.0","2.6e-11","2.5e-07","3","126","175","270","173","299","0.83"
"137","PF00549.21","lclCUQ652031",941,606,"CoA-ligase","29.1","0.1","1.2e-10","7.7e-07","3","126","175","270","173","299","0.80"
"138","PF00549.21","lclSPP635481",942,606,"CoA-ligase","28.6","0.0","1.7e-10","1.1e-06","3","121","175","263","173","298","0.85"
"139","PF00549.21","lclWP0109327661",943,610,"CoA-ligase","45.1","0.2","1.9e-15","9.3e-12","2","152","174","298","173","299","0.88"
"140","PF00549.21","lclMWV542811",944,610,"CoA-ligase","47.2","0.1","3.2e-16","2.1e-12","2","152","174","298","173","299","0.90"
"141","PF00549.21","lclACD902981",945,610,"CoA-ligase","51.6","0.4","2e-17","9.7e-14","2","152","174","298","173","299","0.87"
"142","PF00549.21","lclPWW830971",946,610,"CoA-ligase","49.9","0.2","6.7e-17","3.2e-13","2","152","174","298","173","299","0.89"
"143","PF00549.21","lclADU969881",947,616,"CoA-ligase","39.6","0.0","4.7e-14","4.5e-10","2","152","176","299","175","300","0.91"
"144","PF00549.21","lclACO045021",948,616,"CoA-ligase","45.1","0.0","1.5e-15","9.6e-12","2","152","176","299","175","300","0.93"
"145","PF00549.21","lclADY737711",949,616,"CoA-ligase","41.6","0.1","1.1e-14","1.1e-10","2","152","176","299","175","300","0.91"
"146","PF00549.21","lclACN986451",950,616,"CoA-ligase","35.1","0.0","1.2e-12","1.1e-08","2","149","176","296","175","299","0.84"
"147","PF00549.21","lclSDC361651",951,619,"CoA-ligase","35.6","0.0","8.4e-13","8.1e-09","2","150","175","296","174","299","0.85"
"148","PF00549.21","lclABB438501",952,604,"CoA-ligase","43.6","0.2","2.9e-15","2.8e-11","2","149","173","293","172","296","0.89"
"149","PF00549.21","lclADY728281",953,300,"CoA-ligase","80.1","0.3","3.1e-26","1.5e-22","1","152","157","277","157","278","0.96"
"150","PF00549.21","lclBAJ508921",954,291,"CoA-ligase","59.7","0.1","6.2e-20","3e-16","1","151","152","272","152","274","0.95"
"151","PF00549.21","lclADU973721",955,300,"CoA-ligase","78.4","0.2","1.1e-25","5.2e-22","1","152","157","277","157","278","0.96"
"152","PF00549.21","lclBAT715921",956,291,"CoA-ligase","68.6","0.1","1.2e-22","5.6e-19","1","152","152","272","152","273","0.95"
"153","PF00549.21","lclAHF969461",957,296,"CoA-ligase","65.4","0.1","1.1e-21","5.3e-18","1","152","151","271","151","272","0.96"
"154","PF00549.21","lclAHF972851",958,296,"CoA-ligase","65.4","0.1","1.1e-21","5.3e-18","1","152","151","271","151","272","0.96"
"155","PF00549.21","lclOSS412771",959,296,"CoA-ligase","64.1","0.2","2.7e-21","1.3e-17","1","152","151","271","151","272","0.96"
"156","PF00549.21","lclSDC397211",960,296,"CoA-ligase","65.4","0.1","1.1e-21","5.3e-18","1","152","151","271","151","272","0.96"
"157","PF00549.21","lclSDC500901",961,296,"CoA-ligase","65.4","0.1","1.1e-21","5.3e-18","1","152","151","271","151","272","0.96"
"158","PF00549.21","lclSDD052771",962,296,"CoA-ligase","65.4","0.1","1.1e-21","5.3e-18","1","152","151","271","151","272","0.96"
"159","PF00549.21","lclRLJ698971",963,305,"CoA-ligase","65.1","0.2","1e-21","6.6e-18","1","152","153","273","153","274","0.95"
"160","PF00549.21","lclAGH938691",964,329,"CoA-ligase","42.4","0.1","6.4e-15","6.2e-11","2","145","161","280","157","287","0.86"
"161","PF00549.21","lclSNZ151891",965,344,"CoA-ligase","40.0","0.1","7.4e-14","3.5e-10","1","148","165","288","164","293","0.87"
"162","PF00549.21","lclWP0108810501",966,305,"CoA-ligase","66.7","0.3","3.3e-22","2.1e-18","1","152","153","273","153","274","0.95"
"163","PF00549.21","lclSHK328771",967,293,"CoA-ligase","66.1","0.4","5.2e-22","3.3e-18","1","151","153","272","153","274","0.95"
"164","PF00549.21","lclWP0252094341",968,295,"CoA-ligase","66.4","0.0","5.3e-22","2.6e-18","1","152","151","272","151","273","0.95"
"165","PF00549.21","lclWP0226713701",969,295,"CoA-ligase","65.2","0.0","1.3e-21","6e-18","1","152","151","272","151","273","0.95"
"166","PF00549.21","lclADO462541",970,293,"CoA-ligase","67.0","0.2","3.5e-22","1.7e-18","1","152","153","273","153","274","0.95"
"167","PF00549.21","lclCUQ651971",971,290,"CoA-ligase","69.6","0.3","5.7e-23","2.8e-19","1","152","151","271","151","272","0.96"
"168","PF00549.21","lclADC888351",972,341,"CoA-ligase","39.4","0.1","1.1e-13","5.4e-10","1","146","160","281","160","287","0.87"
"169","PF00549.21","lclADO446081",973,344,"CoA-ligase","40.0","0.0","7.4e-14","3.6e-10","1","148","165","288","165","293","0.87"
"170","PF00549.21","lclAEA343651",974,295,"CoA-ligase","66.0","0.0","7e-22","3.3e-18","1","152","151","272","151","273","0.95"
"171","PF00549.21","lclACD894261",975,299,"CoA-ligase","73.3","0.3","3e-24","1.9e-20","1","151","160","279","160","281","0.96"
"172","PF00549.21","lclALA571331",976,290,"CoA-ligase","69.9","0.4","4.5e-23","2.2e-19","1","152","151","271","151","272","0.96"
"173","PF00549.21","lclWP1188302781",977,288,"CoA-ligase","65.8","0.2","8e-22","3.8e-18","1","152","151","271","151","272","0.97"
"174","PF00549.21","lclMWV543651",978,300,"CoA-ligase","74.8","0.4","1.4e-24","6.7e-21","1","151","160","279","160","281","0.96"
"175","PF00549.21","lclSNZ119731",979,292,"CoA-ligase","63.6","0.1","2.9e-21","1.8e-17","1","151","153","272","153","274","0.95"
"176","PF00549.21","lclWP0355874671",980,295,"CoA-ligase","68.1","0.0","1.7e-22","8e-19","1","152","151","272","151","273","0.96"
